Order_ID,Order_Date,Product_ID,Warehouse_ID,Supplier_ID,Customer_City,Category,Product_Name,Quantity,Unit_Price,Revenue,Shipping_Cost,Delivery_Days,Order_Status,Payment_Method,Quantity outlier,Delivery date outliers
104911,11/23/2024,P0799,W04,S015,Hyderabad,Office Supplies,Marker,17,4697,79849,237,10,Pending,Unknown,Normal,On Time
104912,4/30/2025,P0620,W04,S015,Chennai,Electronics,Laptop,14,3260,45640,235,7,Shipped,Unknown,Normal,On Time
104913,11/26/2024,P0372,W02,S015,Delhi,Electronics,Monitor,6,4213,25278,262,3,Cancelled,Unknown,Normal,On Time
104914,11/10/2025,P0470,W01,S017,Mumbai,Electronics,Keyboard,5,654,3270,361,3,Cancelled,Unknown,Normal,On Time
104915,04/05/2024,P0432,W03,S010,Bengaluru,Office Supplies,Notebook,11,4650,51150,412,3,Pending,Unknown,Normal,On Time
104916,06/03/2024,P0524,W01,S004,Delhi,Electronics,Keyboard,20,3531,70620,286,1,Pending,Unknown,Normal,On Time
104917,10/05/2024,P0254,W03,S009,Hyderabad,Electronics,Laptop,18,909,16362,169,9,pending,Unknown,Normal,On Time
104918,5/23/2024,P0486,W04,S009,Chennai,Electronics,Keyboard,18,1660,29880,95,8,Shipped,Unknown,Normal,On Time
104919,9/17/2024,P0542,W03,S020,Vizag,Electronics,Headphones,3,1678,5034,135,9,Pending,Unknown,Normal,On Time
104920,2/13/2025,P0542,W04,S016,Ahmedabad,Furniture,Shelf,7,4279,29953,332,8,Shipped,Unknown,Normal,On Time
104921,05/09/2025,P0082,W01,S006,Jaipur,Furniture,Cabinet,4,2612,10448,432,8,Cancelled,Unknown,Normal,On Time
104922,3/25/2024,P0604,W01,S007,Mumbai,Office Supplies,Marker,14,2212,30968,439,1,Cancelled,Unknown,Normal,On Time
104923,10/18/2024,P0353,W01,S015,Jaipur,Furniture,Desk,16,4167,66672,198,7,Cancelled,Unknown,Normal,On Time
104924,10/07/2025,P0093,W04,S016,Jaipur,Electronics,Monitor,7,4406,30842,82,5,Pending,Unknown,Normal,On Time
104925,7/29/2025,P0593,W02,S017,Kolkata,Furniture,Cabinet,7,933,6531,366,4,Pending,Unknown,Normal,On Time
104926,05/11/2024,P0340,W02,S018,Ahmedabad,Office Supplies,Notebook,7,1345,9415,464,5,Delivered,Unknown,Normal,On Time
104927,09/08/2025,P0404,W05,S012,Bengaluru,Office Supplies,Pen,14,4956,69384,304,8,Pending,Unknown,Normal,On Time
104928,11/08/2025,P0102,W01,S019,Chennai,Office Supplies,Pen,12,2507,30084,368,2,Pending,Unknown,Normal,On Time
104929,12/31/2024,P0256,W04,S018,Jaipur,Furniture,Desk,8,1087,8696,171,8,Pending,Unknown,Normal,On Time
104930,10/06/2025,P0508,W04,S002,Bengaluru,Furniture,Shelf,14,1823,25522,148,2,Pending,Unknown,Normal,On Time
104931,7/25/2025,P0194,W01,S007,Chennai,Office Supplies,Pen,20,2461,49220,53,7,Cancelled,Unknown,Normal,On Time
104932,08/06/2025,P0033,W03,S019,Kolkata,Office Supplies,Marker,2,2858,5716,409,6,Cancelled,Unknown,Normal,On Time
104933,01/05/2025,P0566,W02,S013,Hyderabad,Electronics,Monitor,18,1648,29664,206,4,Delivered,Unknown,Normal,On Time
104934,5/16/2025,P0294,W05,S012,Kolkata,Office Supplies,Marker,18,1424,25632,394,5,Pending,Unknown,Normal,On Time
104935,1/18/2025,P0390,W01,S018,Bengaluru,Electronics,Headphones,15,4863,72945,317,10,Pending,Unknown,Normal,On Time
104936,5/30/2024,P0322,W01,S016,Delhi,Electronics,Laptop,15,4050,60750,252,3,Delivered,Unknown,Normal,On Time
104937,5/14/2024,P0465,W05,S004,Bengaluru,Office Supplies,Printer Paper,7,2152,15064,216,1,Shipped,Unknown,Normal,On Time
104938,12/06/2025,P0660,W05,S016,Vizag,Furniture,Table,20,4202,84040,243,8,Cancelled,Unknown,Normal,On Time
104939,05/10/2024,P0316,W04,S019,Bengaluru,Office Supplies,Pen,17,1477,25109,340,5,Delivered,Unknown,Normal,On Time
104940,8/30/2025,P0717,W01,S004,Chennai,Electronics,Mouse,12,3323,39876,442,9,Delivered,Unknown,Normal,On Time
104941,03/12/2025,P0783,W04,S002,Ahmedabad,Office Supplies,Pen,1,4782,4782,297,9,Delivered,Unknown,Normal,On Time
104942,06/08/2025,P0310,W02,S018,Bengaluru,Electronics,Laptop,5,893,4465,401,4,Shipped,Unknown,Normal,On Time
104943,9/30/2024,P0495,W05,S019,Pune,Furniture,Desk,6,1368,8208,135,2,Delivered,Unknown,Normal,On Time
104944,1/29/2025,P0425,W04,S020,Hyderabad,Furniture,Chair,6,2387,14322,115,9,Delivered,Unknown,Normal,On Time
104945,04/09/2025,P0690,W01,S004,Bengaluru,Electronics,Laptop,14,3364,47096,403,2,Shipped,Unknown,Normal,On Time
104946,10/18/2024,P0263,W04,S011,Jaipur,Office Supplies,Stapler,12,3451,41412,228,4,Shipped,Unknown,Normal,On Time
104947,3/20/2024,P0442,W05,S015,Vizag,Furniture,Table,17,2886,49062,486,5,Delivered,Unknown,Normal,On Time
104948,3/16/2024,P0355,W04,S010,Kolkata,Furniture,Chair,1,4758,4758,189,9,Delivered,Unknown,Normal,On Time
104949,3/31/2025,P0788,W02,S004,Delhi,Electronics,Keyboard,18,2745,49410,141,3,Shipped,Unknown,Normal,On Time
104950,11/22/2025,P0472,W01,S008,Delhi,Furniture,Desk,2,486,972,422,3,Pending,Unknown,Normal,On Time
104951,01/07/2024,P0352,W01,S009,Chennai,Furniture,Desk,18,4209,75762,403,3,Delivered,Unknown,Normal,On Time
104952,06/02/2024,P0288,W01,S015,Ahmedabad,Office Supplies,Notebook,4,4561,18244,74,9,Shipped,Unknown,Normal,On Time
104953,4/26/2024,P0226,W02,S009,Bengaluru,Furniture,Desk,5,3591,17955,500,6,Delivered,Unknown,Normal,On Time
104954,11/28/2025,P0246,W03,S011,Chennai,Electronics,Monitor,17,1668,28356,269,7,Pending,Unknown,Normal,On Time
104955,11/09/2025,P0268,W02,S005,Chennai,Office Supplies,Marker,18,4966,89388,349,7,Shipped,Unknown,Normal,On Time
104956,05/02/2024,P0770,W01,S005,Kolkata,Furniture,Cabinet,3,3832,11496,229,4,Shipped,Unknown,Normal,On Time
104957,01/06/2024,P0717,W04,S016,Kolkata,Furniture,Desk,11,716,7876,80,8,Shipped,Unknown,Normal,On Time
104958,04/02/2025,P0783,W05,S019,Bengaluru,Electronics,Mouse,3,2324,6972,436,6,Cancelled,Unknown,Normal,On Time
104959,1/30/2025,P0497,W04,S001,Ahmedabad,Electronics,Laptop,18,2930,52740,390,8,Delivered,Unknown,Normal,On Time
104960,8/14/2024,P0663,W05,S002,Mumbai,Office Supplies,Marker,19,3928,74632,344,10,Shipped,Unknown,Normal,On Time
104961,2/18/2024,P0674,W04,S014,Bengaluru,Electronics,Keyboard,9,3295,29655,469,8,Cancelled,Unknown,Normal,On Time
104962,01/05/2024,P0209,W02,S004,Kolkata,Office Supplies,Marker,1,3517,3517,179,1,Shipped,Unknown,Normal,On Time
104963,04/04/2024,P0148,W05,S016,Delhi,Electronics,Monitor,12,3944,47328,308,1,Cancelled,Unknown,Normal,On Time
104964,11/26/2024,P0279,W02,S010,Delhi,Office Supplies,Printer Paper,11,3703,40733,185,9,Shipped,Unknown,Normal,On Time
104965,5/22/2025,P0717,W05,S013,Vizag,Electronics,Keyboard,9,844,7596,255,3,Delivered,Unknown,Normal,On Time
104966,7/24/2024,P0363,W02,S012,Delhi,Office Supplies,Marker,16,1422,22752,436,9,Shipped,Unknown,Normal,On Time
104967,08/09/2025,P0545,W04,S008,Vizag,Office Supplies,Pen,20,2882,57640,118,6,Shipped,Unknown,Normal,On Time
104968,01/12/2024,P0409,W01,S020,Mumbai,Electronics,Laptop,13,3040,39520,367,4,Cancelled,Unknown,Normal,On Time
104969,10/30/2024,P0473,W01,S012,Vizag,Furniture,Shelf,16,1221,19536,358,3,Pending,Unknown,Normal,On Time
104970,2/23/2025,P0649,W05,S001,Ahmedabad,Office Supplies,Printer Paper,4,2964,11856,374,3,Cancelled,Unknown,Normal,On Time
104971,5/17/2025,P0693,W01,S005,Jaipur,Electronics,Laptop,8,4645,37160,252,2,Pending,Unknown,Normal,On Time
104972,4/30/2025,P0207,W01,S020,Chennai,Office Supplies,Notebook,9,338,3042,317,3,Delivered,Unknown,Normal,On Time
104973,10/14/2024,P0055,W04,S008,Chennai,Electronics,Laptop,19,1625,30875,366,10,Pending,Unknown,Normal,On Time
104974,11/16/2024,P0576,W03,S007,Jaipur,Electronics,Laptop,9,3431,30879,304,4,Shipped,Unknown,Normal,On Time
104975,4/17/2024,P0623,W01,S007,Hyderabad,Electronics,Headphones,20,4014,80280,178,7,Pending,Unknown,Normal,On Time
104976,07/05/2024,P0237,W04,S014,Bengaluru,Furniture,Chair,13,2400,31200,164,9,Pending,Unknown,Normal,On Time
104977,11/11/2025,P0172,W04,S015,Hyderabad,Electronics,Keyboard,11,3391,37301,470,3,Cancelled,Unknown,Normal,On Time
104978,11/21/2024,P0274,W03,S019,Jaipur,Furniture,Shelf,2,3441,6882,261,1,Cancelled,Unknown,Normal,On Time
104979,4/30/2025,P0430,W01,S001,Vizag,Furniture,Chair,15,2633,39495,135,5,Pending,Unknown,Normal,On Time
104980,4/24/2024,P0218,W01,S020,Mumbai,Electronics,Keyboard,20,4607,92140,476,3,Shipped,Unknown,Normal,On Time
104981,6/23/2025,P0532,W02,S014,Mumbai,Furniture,Desk,17,647,10999,127,1,Shipped,Unknown,Normal,On Time
104982,3/26/2024,P0669,W05,S014,Vizag,Office Supplies,Printer Paper,16,509,8144,421,2,Pending,Unknown,Normal,On Time
104983,4/23/2025,P0679,W05,S002,Ahmedabad,Office Supplies,Marker,16,243,3888,202,5,Pending,Unknown,Normal,On Time
104984,12/25/2025,P0348,W01,S002,Kolkata,Electronics,Headphones,6,2040,12240,340,9,Shipped,Unknown,Normal,On Time
104985,06/09/2025,P0446,W05,S020,Chennai,Office Supplies,Printer Paper,18,1976,35568,299,9,Cancelled,Unknown,Normal,On Time
104986,6/29/2025,P0082,W03,S020,Jaipur,Electronics,Keyboard,12,4056,48672,311,9,Delivered,Unknown,Normal,On Time
104987,04/04/2025,P0228,W01,S015,Mumbai,Office Supplies,Stapler,7,564,3948,479,3,Shipped,Unknown,Normal,On Time
104988,04/10/2024,P0423,W05,S020,Chennai,Office Supplies,Marker,16,1100,17600,74,9,Cancelled,Unknown,Normal,On Time
104989,09/11/2025,P0282,W02,S020,Bengaluru,Furniture,Desk,3,1875,5625,343,3,Delivered,Unknown,Normal,On Time
104990,9/18/2025,P0656,W03,S004,Ahmedabad,Electronics,Headphones,10,3686,36860,200,6,Pending,Unknown,Normal,On Time
104991,4/14/2024,P0625,W03,S004,Bengaluru,Office Supplies,Marker,7,3852,26964,105,9,Cancelled,Unknown,Normal,On Time
104992,9/26/2025,P0010,W04,S004,Kolkata,Electronics,Laptop,11,4550,50050,275,9,Shipped,Unknown,Normal,On Time
104993,1/16/2024,P0532,W02,S010,Delhi,Furniture,Desk,11,3310,36410,396,4,Pending,Unknown,Normal,On Time
104994,12/21/2024,P0787,W04,S010,Vizag,Office Supplies,Stapler,14,1006,14084,202,2,Cancelled,Unknown,Normal,On Time
104995,5/26/2025,P0471,W05,S018,Hyderabad,Furniture,Desk,12,3943,47316,320,6,Shipped,Unknown,Normal,On Time
104996,2/23/2024,P0511,W03,S016,Chennai,Furniture,Desk,7,876,6132,343,8,Cancelled,Unknown,Normal,On Time
104997,4/21/2025,P0650,W05,S008,Bengaluru,Electronics,Mouse,3,1979,5937,346,7,Pending,Unknown,Normal,On Time
104998,02/01/2024,P0100,W01,S011,Delhi,Electronics,Monitor,12,3815,45780,220,8,Delivered,Unknown,Normal,On Time
104999,04/02/2025,P0545,W03,S018,Delhi,Office Supplies,Printer Paper,20,788,15760,491,9,Shipped,Unknown,Normal,On Time
105000,12/29/2024,P0755,W03,S006,Ahmedabad,Office Supplies,Printer Paper,9,3986,35874,437,7,Delivered,Unknown,Normal,On Time
105001,05/01/2025,P0233,W01,S017,Ahmedabad,Electronics,Headphones,10,4793,47930,399,2,Delivered,Unknown,Normal,On Time
105002,11/22/2025,P0474,W01,S007,Delhi,Furniture,Table,6,2047,12282,365,3,Cancelled,Unknown,Normal,On Time
105003,4/29/2025,P0207,W05,S016,Kolkata,Office Supplies,Marker,9,2829,25461,429,5,Delivered,Unknown,Normal,On Time
105004,01/11/2024,P0288,W04,S011,Ahmedabad,Office Supplies,Stapler,13,3890,50570,344,4,Pending,Unknown,Normal,On Time
105005,07/05/2025,P0585,W05,S003,Hyderabad,Furniture,Chair,15,3813,57195,284,2,Shipped,Unknown,Normal,On Time
105006,12/07/2024,P0515,W04,S018,Hyderabad,Office Supplies,Pen,1,1753,1753,308,3,Cancelled,Unknown,Normal,On Time
105007,4/23/2024,P0674,W04,S013,Chennai,Office Supplies,Marker,1,1326,1326,118,2,Shipped,Unknown,Normal,On Time
105008,5/29/2024,P0523,W05,S016,Pune,Office Supplies,Printer Paper,11,4346,47806,156,1,Delivered,Unknown,Normal,On Time
105009,6/13/2025,P0606,W02,S003,Mumbai,Furniture,Desk,9,1463,13167,352,7,Pending,Unknown,Normal,On Time
105010,7/20/2025,P0732,W01,S011,Vizag,Furniture,Table,5,1259,6295,416,5,Shipped,Unknown,Normal,On Time
105011,08/12/2024,P0749,W02,S003,Bengaluru,Furniture,Chair,1,1550,1550,113,8,Shipped,Unknown,Normal,On Time
105012,06/09/2025,P0286,W05,S012,Vizag,Electronics,Keyboard,14,3272,45808,478,8,Delivered,Unknown,Normal,On Time
105013,6/18/2024,P0598,W05,S001,Pune,Electronics,Keyboard,20,4716,94320,102,4,Pending,Unknown,Normal,On Time
105014,07/05/2024,P0460,W04,S017,Jaipur,Electronics,Mouse,11,1083,11913,209,5,Cancelled,Unknown,Normal,On Time
105015,03/01/2025,P0550,W01,S018,Vizag,Electronics,Keyboard,2,3552,7104,264,6,Pending,Unknown,Normal,On Time
105016,02/09/2024,P0197,W03,S014,Kolkata,Furniture,Table,7,3127,21889,131,8,Shipped,Unknown,Normal,On Time
105017,2/22/2025,P0137,W03,S015,Ahmedabad,Office Supplies,Marker,2,2436,4872,499,7,Delivered,Unknown,Normal,On Time
105018,04/05/2025,P0110,W04,S013,Bengaluru,Office Supplies,Stapler,16,3279,52464,380,9,Delivered,Unknown,Normal,On Time
105019,4/18/2024,P0281,W01,S003,Kolkata,Office Supplies,Stapler,5,3060,15300,252,6,Pending,Unknown,Normal,On Time
105020,05/07/2024,P0791,W04,S001,Ahmedabad,Office Supplies,Pen,13,4235,55055,277,7,Pending,Unknown,Normal,On Time
105021,12/02/2024,P0377,W03,S006,Jaipur,Office Supplies,Stapler,16,2327,37232,237,1,Delivered,Unknown,Normal,On Time
105022,3/20/2024,P0474,W03,S007,Vizag,Furniture,Table,14,758,10612,217,6,Shipped,Unknown,Normal,On Time
105023,12/05/2024,P0228,W02,S006,Jaipur,Office Supplies,Stapler,3,450,1350,179,1,Pending,Unknown,Normal,On Time
105024,3/16/2025,P0193,W01,S007,Ahmedabad,Electronics,Monitor,17,929,15793,224,2,Delivered,Unknown,Normal,On Time
105025,3/27/2025,P0714,W03,S003,Hyderabad,Furniture,Cabinet,7,4950,34650,252,3,Delivered,Unknown,Normal,On Time
105026,07/01/2024,P0038,W04,S013,Pune,Furniture,Desk,4,2894,11576,196,8,Shipped,Unknown,Normal,On Time
105027,6/15/2024,P0065,W05,S001,Pune,Furniture,Shelf,9,794,7146,278,1,Cancelled,Unknown,Normal,On Time
105028,10/07/2024,P0004,W05,S020,Kolkata,Office Supplies,Notebook,14,3418,47852,69,45,Shipped,Unknown,Normal,Delayed
105029,06/10/2025,P0528,W01,S011,Chennai,Office Supplies,Marker,12,3893,46716,500,1,Shipped,Unknown,Normal,On Time
105030,03/09/2025,P0612,W01,S015,Pune,Office Supplies,Notebook,10,357,3570,325,9,Pending,Unknown,Normal,On Time
105031,03/09/2024,P0477,W05,S017,Pune,Office Supplies,Pen,7,2369,16583,203,9,Pending,Unknown,Normal,On Time
105032,2/21/2024,P0658,W02,S019,Bengaluru,Furniture,Table,11,2335,25685,256,4,Delivered,Unknown,Normal,On Time
105033,02/12/2025,P0798,W03,S003,Ahmedabad,Office Supplies,Pen,11,3634,39974,432,3,Pending,Unknown,Normal,On Time
105034,12/11/2025,P0497,W01,S018,Delhi,Electronics,Laptop,3,2110,6330,412,5,Shipped,Unknown,Normal,On Time
105035,10/22/2024,P0063,W04,S009,Bengaluru,Office Supplies,Notebook,11,4259,46849,302,10,Shipped,Unknown,Normal,On Time
105036,11/28/2024,P0016,W01,S001,Vizag,Office Supplies,Stapler,16,3771,60336,327,10,Pending,Unknown,Normal,On Time
105037,8/14/2025,P0610,W02,S014,Mumbai,Electronics,Keyboard,19,3376,64144,355,4,Pending,Unknown,Normal,On Time
105038,11/20/2024,P0467,W05,S019,Ahmedabad,Furniture,Shelf,11,2117,23287,242,7,Shipped,Unknown,Normal,On Time
105039,7/30/2024,P0690,W01,S009,Vizag,Office Supplies,Pen,16,1797,28752,483,9,Delivered,Unknown,Normal,On Time
105040,10/18/2024,P0797,W05,S001,Bengaluru,Furniture,Shelf,15,2753,41295,289,7,Cancelled,Unknown,Normal,On Time
105041,11/11/2024,P0567,W03,S015,Hyderabad,Office Supplies,Pen,12,1237,14844,320,1,Delivered,Unknown,Normal,On Time
105042,01/02/2025,P0706,W02,S017,Pune,Office Supplies,Notebook,5,4960,24800,297,8,Cancelled,Unknown,Normal,On Time
105043,02/12/2024,P0362,W02,S008,Mumbai,Furniture,Desk,1,2617,2617,174,5,Cancelled,Unknown,Normal,On Time
105044,12/16/2024,P0546,W02,S018,Pune,Electronics,Headphones,12,2188,26256,454,8,Shipped,Unknown,Normal,On Time
105045,3/19/2024,P0110,W03,S007,Chennai,Office Supplies,Printer Paper,6,3065,18390,283,10,Delivered,Unknown,Normal,On Time
105046,3/24/2025,P0573,W03,S010,Delhi,Electronics,Laptop,11,2421,26631,319,45,Pending,Unknown,Normal,Delayed
105047,07/10/2024,P0581,W05,S013,Ahmedabad,Electronics,Keyboard,2,4769,9538,428,3,Delivered,Unknown,Normal,On Time
105048,06/11/2024,P0508,W03,S012,Mumbai,Furniture,Cabinet,11,1502,16522,403,9,Pending,Unknown,Normal,On Time
105049,07/04/2024,P0112,W02,S019,Delhi,Electronics,Keyboard,17,2742,46614,138,6,Shipped,Unknown,Normal,On Time
105050,10/02/2024,P0798,W03,S005,Bengaluru,Furniture,Chair,4,1851,7404,276,5,Pending,Unknown,Normal,On Time
105051,07/11/2025,P0017,W04,S005,Bengaluru,Electronics,Headphones,20,2387,47740,399,8,Shipped,Unknown,Normal,On Time
105052,11/02/2025,P0112,W03,S006,Hyderabad,Office Supplies,Notebook,20,1545,30900,275,6,Cancelled,Unknown,Normal,On Time
105053,07/05/2025,P0550,W01,S020,Jaipur,Furniture,Table,19,4129,78451,99,1,Delivered,Unknown,Normal,On Time
105054,3/31/2024,P0463,W02,S007,Delhi,Electronics,Laptop,4,4952,19808,89,10,Shipped,Unknown,Normal,On Time
105055,03/01/2025,P0214,W01,S008,Ahmedabad,Furniture,Table,13,4466,58058,53,10,Shipped,Unknown,Normal,On Time
105056,06/08/2025,P0321,W04,S002,Delhi,Office Supplies,Printer Paper,15,1070,16050,444,10,Shipped,Unknown,Normal,On Time
105057,11/21/2025,P0372,W03,S017,Ahmedabad,Furniture,Table,4,4494,17976,84,6,Delivered,Unknown,Normal,On Time
105058,2/27/2025,P0341,W01,S018,Jaipur,Electronics,Laptop,1,896,896,132,9,Cancelled,Unknown,Normal,On Time
105059,3/19/2025,P0350,W01,S018,Delhi,Office Supplies,Stapler,6,1894,11364,100,2,Delivered,Unknown,Normal,On Time
105060,11/19/2024,P0563,W03,S004,Jaipur,Furniture,Table,5,2953,14765,222,4,Delivered,Unknown,Normal,On Time
105061,10/20/2024,P0358,W05,S019,Mumbai,Electronics,Monitor,20,1516,30320,300,6,Delivered,Unknown,Normal,On Time
105062,03/03/2025,P0006,W03,S017,Pune,Office Supplies,Pen,16,3489,55824,390,7,Shipped,Unknown,Normal,On Time
105063,07/01/2025,P0786,W01,S013,Chennai,Furniture,Shelf,20,3378,67560,159,45,Pending,Unknown,Normal,Delayed
105064,07/01/2024,P0196,W03,S004,Vizag,Furniture,Cabinet,20,4990,99800,269,4,Shipped,Unknown,Normal,On Time
105065,04/12/2025,P0593,W01,S005,Pune,Office Supplies,Marker,1,3239,3239,309,7,Delivered,Unknown,Normal,On Time
105066,5/15/2024,P0541,W05,S004,Vizag,Electronics,Keyboard,4,2990,11960,161,9,Cancelled,Unknown,Normal,On Time
105067,02/02/2024,P0733,W03,S001,Pune,Office Supplies,Notebook,9,1094,9846,442,1,Shipped,Unknown,Normal,On Time
105068,11/28/2025,P0706,W03,S013,Hyderabad,Office Supplies,Stapler,7,3803,26621,155,3,Shipped,Unknown,Normal,On Time
105069,10/19/2025,P0259,W05,S020,Pune,Furniture,Cabinet,10,3674,36740,433,3,Shipped,Unknown,Normal,On Time
105070,4/14/2024,P0578,W04,S008,Hyderabad,Electronics,Monitor,18,4718,84924,393,5,Delivered,Unknown,Normal,On Time
105071,10/31/2025,P0125,W05,S019,Bengaluru,Office Supplies,Pen,2,4351,8702,255,9,Delivered,Unknown,Normal,On Time
105072,11/15/2024,P0332,W01,S017,Chennai,Furniture,Desk,19,422,8018,263,10,Cancelled,Unknown,Normal,On Time
105073,4/18/2024,P0252,W03,S018,Bengaluru,Furniture,Desk,13,3259,42367,492,9,Cancelled,Unknown,Normal,On Time
105074,11/02/2025,P0616,W03,S004,Ahmedabad,Electronics,Laptop,6,1986,11916,151,9,Pending,Unknown,Normal,On Time
105075,7/18/2024,P0216,W01,S004,Vizag,Electronics,Monitor,8,803,6424,286,9,Shipped,Unknown,Normal,On Time
105076,8/21/2025,P0756,W05,S018,Hyderabad,Furniture,Cabinet,15,3471,52065,84,1,Shipped,Unknown,Normal,On Time
105077,12/03/2024,P0618,W02,S007,Kolkata,Office Supplies,Notebook,250,3027,756750,74,5,shipped,Unknown,Outlier,On Time
105078,1/31/2025,P0523,W01,S008,Kolkata,Furniture,Shelf,17,1994,33898,73,2,Shipped,Unknown,Normal,On Time
105079,07/03/2025,P0478,W03,S012,Delhi,Furniture,Table,14,786,11004,108,10,Delivered,Unknown,Normal,On Time
105080,11/26/2025,P0412,W04,S019,Ahmedabad,Electronics,Keyboard,3,3889,11667,333,7,Cancelled,Unknown,Normal,On Time
105081,05/06/2025,P0681,W03,S018,Pune,Furniture,Chair,7,3026,21182,312,9,Pending,Unknown,Normal,On Time
105082,8/13/2024,P0732,W04,S002,Vizag,Office Supplies,Stapler,16,3834,61344,72,5,Cancelled,Unknown,Normal,On Time
105083,6/20/2025,P0716,W04,S018,Jaipur,Office Supplies,Pen,9,2327,20943,381,2,Shipped,Unknown,Normal,On Time
105084,10/04/2024,P0690,W02,S012,Delhi,Furniture,Table,4,4906,19624,90,7,Cancelled,Unknown,Normal,On Time
105085,01/01/2025,P0152,W01,S010,Delhi,Office Supplies,Pen,14,2778,38892,481,2,Pending,Unknown,Normal,On Time
105086,2/23/2024,P0455,W02,S001,Kolkata,Furniture,Desk,2,3010,6020,373,10,Shipped,Unknown,Normal,On Time
105087,05/12/2025,P0106,W02,S004,Bengaluru,Electronics,Mouse,5,4614,23070,487,6,Pending,Unknown,Normal,On Time
105088,5/14/2024,P0714,W01,S013,Pune,Furniture,Table,17,616,10472,376,5,Shipped,Unknown,Normal,On Time
105089,1/26/2025,P0124,W04,S016,Hyderabad,Office Supplies,Stapler,6,4065,24390,247,8,Shipped,Unknown,Normal,On Time
105090,05/12/2025,P0229,W02,S020,Hyderabad,Office Supplies,Stapler,9,3221,28989,498,2,Delivered,Unknown,Normal,On Time
105091,10/05/2024,P0785,W05,S020,Bengaluru,Electronics,Laptop,11,2268,24948,154,1,Shipped,Unknown,Normal,On Time
105092,10/02/2024,P0543,W05,S002,Vizag,Electronics,Keyboard,5,1159,5795,198,4,Delivered,Unknown,Normal,On Time
105093,11/01/2024,P0141,W03,S003,Mumbai,Electronics,Headphones,6,3663,21978,168,8,Pending,Unknown,Normal,On Time
105094,6/18/2025,P0736,W05,S014,Chennai,Furniture,Cabinet,6,4976,29856,495,10,Delivered,Unknown,Normal,On Time
105095,11/30/2024,P0279,W03,S001,Mumbai,Office Supplies,Stapler,17,3815,64855,214,10,Shipped,Unknown,Normal,On Time
105096,03/03/2025,P0639,W05,S007,Ahmedabad,Furniture,Chair,1,1941,1941,144,6,Shipped,Unknown,Normal,On Time
105097,08/05/2024,P0008,W04,S004,Hyderabad,Furniture,Table,15,3790,56850,334,4,Shipped,Unknown,Normal,On Time
105098,04/04/2025,P0764,W02,S001,Hyderabad,Electronics,Laptop,6,1387,8322,394,10,Shipped,Unknown,Normal,On Time
105099,12/19/2025,P0289,W01,S004,Ahmedabad,Furniture,Chair,9,3313,29817,236,8,Shipped,Unknown,Normal,On Time
105100,09/06/2024,P0358,W03,S009,Ahmedabad,Electronics,Mouse,13,3850,50050,170,4,Delivered,Unknown,Normal,On Time
105101,4/24/2024,P0774,W03,S008,Kolkata,Office Supplies,Stapler,6,3313,19878,287,6,Cancelled,Unknown,Normal,On Time
105102,5/30/2025,P0348,W03,S004,Hyderabad,Electronics,Monitor,14,1867,26138,373,10,Cancelled,Unknown,Normal,On Time
105103,6/18/2024,P0645,W05,S015,Ahmedabad,Electronics,Laptop,8,2296,18368,163,7,Cancelled,Unknown,Normal,On Time
105104,7/26/2025,P0602,W02,S002,Pune,Furniture,Shelf,20,260,5200,448,1,Cancelled,Unknown,Normal,On Time
105105,5/26/2025,P0305,W03,S014,Vizag,Office Supplies,Pen,4,4918,19672,85,1,Shipped,Unknown,Normal,On Time
105106,10/05/2025,P0107,W04,S002,Kolkata,Electronics,Keyboard,16,2152,34432,277,3,Pending,Unknown,Normal,On Time
105107,12/30/2024,P0712,W01,S003,Ahmedabad,Electronics,Mouse,5,2429,12145,391,3,Pending,Unknown,Normal,On Time
105108,5/27/2024,P0177,W04,S009,Hyderabad,Office Supplies,Stapler,8,2789,22312,96,3,Pending,Unknown,Normal,On Time
105109,7/24/2024,P0785,W02,S007,Chennai,Electronics,Keyboard,1,1063,1063,470,8,Delivered,Unknown,Normal,On Time
105110,7/28/2025,P0648,W03,S016,Chennai,Furniture,Table,2,1528,3056,425,9,Delivered,Unknown,Normal,On Time
105111,3/20/2025,P0288,W05,S002,Vizag,Furniture,Chair,1,3842,3842,224,8,Shipped,Unknown,Normal,On Time
105112,2/13/2025,P0221,W01,S015,Ahmedabad,Electronics,Keyboard,18,4375,78750,341,7,Shipped,Unknown,Normal,On Time
105113,3/17/2024,P0230,W02,S018,Jaipur,Electronics,Headphones,15,3110,46650,479,8,Pending,Unknown,Normal,On Time
105114,10/27/2025,P0253,W05,S013,Chennai,Furniture,Chair,15,4197,62955,195,7,Pending,Unknown,Normal,On Time
105115,04/04/2024,P0322,W05,S018,Hyderabad,Office Supplies,Pen,20,3306,66120,260,10,Shipped,Unknown,Normal,On Time
105116,03/12/2025,P0314,W05,S008,Chennai,Furniture,Cabinet,19,2310,43890,323,5,Shipped,Unknown,Normal,On Time
105117,12/29/2024,P0667,W04,S006,Mumbai,Office Supplies,Notebook,20,4325,86500,357,1,Shipped,Unknown,Normal,On Time
105118,11/28/2024,P0636,W04,S002,Kolkata,Furniture,Cabinet,2,4864,9728,224,6,Pending,Unknown,Normal,On Time
105119,06/08/2024,P0272,W04,S019,Hyderabad,Furniture,Desk,13,3611,46943,352,8,Shipped,Unknown,Normal,On Time
